generation,best_fitness,mean_fitness,f_diversity,f_coverage,f_balance,f_compression,time_seconds
30,0.7586280666437013,0.7524397889259369,0.4878217967058487,0.8503581285476685,0.9982853737108343,0.5950548667521733,69.76914668083191
31,0.7586280666437013,0.7533339008505266,0.4878217967058487,0.8503581285476685,0.9982853737108343,0.5950548667521733,61.41370463371277
32,0.7586280666437013,0.7524299041721332,0.4878217967058487,0.8503581285476685,0.9982853737108343,0.5950548667521733,13.131158113479614
33,0.7586280666437013,0.7568941689933768,0.4878217967058487,0.8503581285476685,0.9982853737108343,0.5950548667521733,7.803892135620117
34,0.7586476854145048,0.7563843876887881,0.4878296862358495,0.8519152998924255,0.9985687085530325,0.5899957246686618,8.012889385223389
35,0.7587019162772409,0.755580055267105,0.4878892896992538,0.8522065877914429,0.9982277949209785,0.5891406584010261,8.058905363082886
36,0.7587019162772409,0.7548304935247125,0.4878892896992538,0.8522065877914429,0.9982277949209785,0.5891406584010261,8.150065660476685
37,0.7587019162772409,0.7548572561004803,0.4878892896992538,0.8522065877914429,0.9982277949209785,0.5891406584010261,10.08426809310913
38,0.7587019162772409,0.7566647100125267,0.4878892896992538,0.8522065877914429,0.9982277949209785,0.5891406584010261,43.97045350074768
39,0.7587845680374987,0.7561958991232804,0.48784193061297315,0.8524482250213623,0.9981870209596371,0.5884993587002993,78.84698748588562
40,0.7587845680374987,0.7564864690313683,0.48784193061297315,0.8524482250213623,0.9981870209596371,0.5884993587002993,68.61166977882385
41,0.7587845680374987,0.7561543387225568,0.48784193061297315,0.8524482250213623,0.9981870209596371,0.5884993587002993,79.15650033950806
42,0.7587845680374987,0.7563558501655185,0.48784193061297315,0.8524482250213623,0.9981870209596371,0.5884993587002993,71.79439973831177
43,0.7587845680374987,0.7559750536066316,0.48784193061297315,0.8524482250213623,0.9981870209596371,0.5884993587002993,72.16517448425293
44,0.7587845680374987,0.7570667508999736,0.48784193061297315,0.8524482250213623,0.9981870209596371,0.5884993587002993,69.42303943634033
45,0.7587911819289621,0.7569391917120322,0.4878602807452141,0.8533666133880615,0.9984458627584514,0.5855066267635742,73.63706874847412
46,0.758815259112354,0.7566494134460637,0.487794662082809,0.8528354167938232,0.9981137743979748,0.5872880148211486,51.7089421749115
47,0.7588286671405847,0.7575323924751137,0.4878311509578622,0.8522329926490784,0.9982218514993151,0.589283169445632,78.18199753761292
48,0.7588741326380548,0.7573969645291385,0.48805148988766545,0.8530203700065613,0.9986692151819403,0.5867892261650278,47.252230405807495
49,0.7590107081145974,0.7578663766538336,0.48787533273008565,0.8527255058288574,0.9981164492865019,0.5880005700441784,83.77569437026978
50,0.7590107081145974,0.7580482631788577,0.48787533273008565,0.8527255058288574,0.9981164492865019,0.5880005700441784,26.029546976089478
