generation,best_fitness,mean_fitness,f_diversity,f_coverage,f_balance,f_compression,time_seconds
1,0.6668911275023368,0.6353222801949632,0.4834164916273853,0.827069103717804,0.996783112600276,0.6773549950121134,97.16573214530945
2,0.6896893983793786,0.6486000215687335,0.4845196773500277,0.8247018456459045,0.9969980557708442,0.685264357987744,83.43796753883362
3,0.6896893983793786,0.65641734142484,0.4845196773500277,0.8247018456459045,0.9969980557708442,0.685264357987744,105.76608395576477
4,0.7025997112175124,0.6678589902104984,0.48465719724863227,0.8286564350128174,0.9978737661333482,0.6713695311386633,54.025654792785645
5,0.7025997112175124,0.6761401550956566,0.48465719724863227,0.8286564350128174,0.9978737661333482,0.6713695311386633,48.840758323669434
6,0.7025997112175124,0.6864656624362298,0.48465719724863227,0.8286564350128174,0.9978737661333482,0.6713695311386633,72.74900960922241
7,0.7094186086448302,0.6875748778650523,0.48491508806774525,0.8342739343643188,0.9980847945416482,0.6521305401168591,64.08761787414551
8,0.7102423056445094,0.6944159286876963,0.4854445078691609,0.836525559425354,0.9974231155062836,0.6437936440074106,72.60641574859619
9,0.7298733664003377,0.6997423735137082,0.48610064536745223,0.8370561599731445,0.9980273228755676,0.6423685335613509,75.66980767250061
10,0.7298733664003377,0.7064168304218436,0.48610064536745223,0.8370561599731445,0.9980273228755676,0.6423685335613509,74.97581362724304
11,0.7298733664003377,0.710395739268556,0.48610064536745223,0.8370561599731445,0.9980273228755676,0.6423685335613509,93.7024245262146
12,0.7304919122276332,0.7165250791021119,0.4865696770930827,0.8409557342529297,0.9974366080400441,0.6286874732791792,36.42512917518616
13,0.7304919122276332,0.7159711355635998,0.4865696770930827,0.8409557342529297,0.9974366080400441,0.6286874732791792,55.657607316970825
14,0.7304919122276332,0.7180402225479605,0.4865696770930827,0.8409557342529297,0.9974366080400441,0.6286874732791792,80.95087695121765
15,0.7320017338365071,0.7186068176050637,0.48726994689972036,0.8433393239974976,0.9965612326577469,0.6204218326920337,78.9127836227417
16,0.7367061379445238,0.7201508651101963,0.48696763204477406,0.8447402715682983,0.997410364402754,0.6150776685193102,80.96102333068848
17,0.7367061379445238,0.7243122049464802,0.48696763204477406,0.8447402715682983,0.997410364402754,0.6150776685193102,61.73496055603027
18,0.7439256975529474,0.7274866118368758,0.4873977227936013,0.8463412523269653,0.9973902958280345,0.609234715690466,43.1924991607666
19,0.7439256975529474,0.7297220328078738,0.4873977227936013,0.8463412523269653,0.9973902958280345,0.609234715690466,84.15911340713501
20,0.751327251655603,0.7336208757196888,0.48734807677668135,0.847042977809906,0.9980697178107361,0.6065982613652559,63.360857248306274
21,0.7518265920602957,0.738040248608652,0.4873833163302252,0.848420262336731,0.9982934577284968,0.6015391192817443,62.17020893096924
22,0.7518265920602957,0.7382024866034107,0.4873833163302252,0.848420262336731,0.9982934577284968,0.6015391192817443,50.88562607765198
23,0.7518265920602957,0.7431685576037829,0.4873833163302252,0.848420262336731,0.9982934577284968,0.6015391192817443,57.347352504730225
24,0.7530717649101345,0.7418107264618976,0.48752336152505427,0.8500168919563293,0.99799092764023,0.596052444064415,81.49798107147217
25,0.7530717649101345,0.7435618128908297,0.48752336152505427,0.8500168919563293,0.99799092764023,0.596052444064415,97.86080288887024
26,0.7566013907611594,0.7454046034704462,0.4876554339814823,0.8502247333526611,0.998362115583767,0.5953398888413852,87.3634123802185
27,0.757629717387145,0.7482556283994688,0.48771515082034117,0.8514137864112854,0.9981442497991432,0.5913495795924184,123.825688123703
28,0.7586280666437013,0.7499266114011672,0.4878217967058487,0.8503581285476685,0.9982853737108343,0.5950548667521733,83.32395482063293
29,0.7586280666437013,0.7484501753533129,0.4878217967058487,0.8503581285476685,0.9982853737108343,0.5950548667521733,61.52778911590576
