generation,best_fitness,mean_fitness,f_diversity,f_coverage,f_balance,f_compression,time_seconds
1,0.6668911275023368,0.6353222801949632,0.4834164916273853,0.827069103717804,0.996783112600276,0.6773549950121134,10.151843070983887
2,0.6896893983793786,0.6486000215687335,0.4845196773500277,0.8247018456459045,0.9969980557708442,0.685264357987744,9.336341619491577
3,0.6896893983793786,0.65641734142484,0.4845196773500277,0.8247018456459045,0.9969980557708442,0.685264357987744,8.98910927772522
4,0.7025997112175124,0.6678589902104984,0.48465719724863227,0.8286564350128174,0.9978737661333482,0.6713695311386633,8.902794122695923
5,0.7025997112175124,0.6761401550956566,0.48465719724863227,0.8286564350128174,0.9978737661333482,0.6713695311386633,9.61405062675476
6,0.7025997112175124,0.6864656624362298,0.48465719724863227,0.8286564350128174,0.9978737661333482,0.6713695311386633,9.4371178150177
7,0.7094186086448302,0.6875748778650523,0.48491508806774525,0.8342739343643188,0.9980847945416482,0.6521305401168591,7.1702234745025635
8,0.7102423056445094,0.6944159286876963,0.4854445078691609,0.836525559425354,0.9974231155062836,0.6437936440074106,7.00877833366394
9,0.7298733664003377,0.6997423735137082,0.48610064536745223,0.8370561599731445,0.9980273228755676,0.6423685335613509,7.026440858840942
10,0.7298733664003377,0.7064168304218436,0.48610064536745223,0.8370561599731445,0.9980273228755676,0.6423685335613509,6.812320947647095
11,0.7298733664003377,0.710395739268556,0.48610064536745223,0.8370561599731445,0.9980273228755676,0.6423685335613509,7.49419641494751
12,0.7304919122276332,0.7165250791021119,0.4865696770930827,0.8409557342529297,0.9974366080400441,0.6286874732791792,7.290095329284668
13,0.7304919122276332,0.7159711355635998,0.4865696770930827,0.8409557342529297,0.9974366080400441,0.6286874732791792,7.4226274490356445
14,0.7304919122276332,0.7180402225479605,0.4865696770930827,0.8409557342529297,0.9974366080400441,0.6286874732791792,7.241371393203735
15,0.7320017338365071,0.7186068176050637,0.48726994689972036,0.8433393239974976,0.9965612326577469,0.6204218326920337,9.288371801376343
